credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0
768,Germany,Male,48,3,122831.58,1,1,1,24533.89,1
617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0
766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0
686,France,Female,41,4,129553.76,2,1,0,187599.8,0
443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0
580,France,Female,65,9,106804.26,3,1,0,107890.69,1
775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0
790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
486,France,Male,26,2,0.0,2,1,1,31399.4,0
804,France,Male,25,7,108396.67,1,1,0,128276.95,0
523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0
730,Spain,Male,29,2,0.0,2,1,0,14174.09,0
670,Spain,Male,35,2,124268.64,2,0,1,84321.03,0
646,France,Male,24,8,0.0,2,0,0,92612.88,0
825,France,Male,34,9,0.0,2,1,1,31933.06,0
670,Spain,Male,42,3,81589.04,1,1,0,188227.8,0
559,France,Male,45,8,24043.45,1,0,1,169781.45,1
624,France,Male,36,6,0.0,2,0,0,84635.64,0
541,France,Male,36,5,0.0,2,1,0,124795.84,0
715,Germany,Male,42,2,88120.97,2,1,1,21333.22,0
543,France,Female,32,7,147256.86,1,1,0,112771.95,0
619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1
430,Germany,Female,38,8,153058.64,1,1,0,99377.27,0
641,France,Female,37,2,0.0,2,1,0,3939.87,0
728,Spain,Male,42,8,0.0,2,0,1,41823.22,0
594,France,Male,57,6,0.0,1,1,0,19376.56,1
487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1
796,Germany,Female,40,1,99745.95,1,1,0,177524.19,0
710,Germany,Male,43,2,140080.32,3,1,1,157908.19,1
504,France,Female,32,8,206663.75,1,0,0,16281.94,0
611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0
773,France,Male,25,2,135903.33,1,1,0,73656.38,0
565,France,Male,32,9,0.0,2,1,0,5388.3,0
710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0
667,France,Male,36,8,139753.35,1,1,0,79871.16,0
748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1
728,France,Male,37,3,122689.51,2,0,0,106977.53,1
687,France,Male,34,7,129895.19,1,0,1,28698.17,0
850,France,Female,28,1,105245.34,1,0,1,74780.13,0
609,France,Female,53,6,0.0,2,1,1,124218.27,0
635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
765,France,Male,43,9,157960.49,2,0,0,136602.8,0
760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0
592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0
743,France,Male,23,3,110203.77,1,1,0,95583.45,0
507,France,Male,41,3,58820.32,2,1,1,138536.09,0
542,France,Female,39,4,109949.39,2,1,1,41268.65,0
588,Spain,Male,37,2,0.0,2,0,1,187816.59,0
708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0
809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1
613,Spain,Male,34,3,0.0,1,1,1,41724.72,0
827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0
597,France,Female,33,6,135703.59,2,0,0,74850.84,0
515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
677,France,Male,38,4,0.0,2,1,0,187800.63,0
850,Spain,Female,43,2,125510.82,1,1,1,79084.1,0
756,Germany,Female,39,3,100717.85,3,1,1,73406.04,1
815,Spain,Female,57,5,0.0,3,0,0,38941.44,1
745,Spain,Female,38,7,0.0,2,1,1,194230.82,0
787,Spain,Male,39,10,108935.39,1,1,1,101168.3,0
622,France,Male,40,4,99799.76,2,1,0,197372.13,0
668,France,Female,37,7,128645.67,1,1,0,92149.64,0
748,France,Female,20,7,0.0,2,0,0,10792.42,0
580,Spain,Male,67,3,153946.14,1,1,1,7418.92,0
663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1
759,Spain,Male,31,8,0.0,2,1,1,99086.74,0
690,Spain,Female,30,5,0.0,2,0,1,78700.03,0
645,Spain,Male,44,8,113755.78,2,1,0,149756.71,1
507,Spain,Female,34,4,0.0,2,1,1,60688.38,0
717,Germany,Female,33,10,102185.42,2,1,0,23231.93,0
776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
629,France,Male,46,1,130666.2,1,1,1,161125.67,1
551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1
450,Spain,Female,34,2,0.0,2,1,0,175480.93,0
563,Spain,Male,24,7,0.0,2,0,0,16319.56,0
723,Spain,Male,30,1,0.0,3,1,0,164647.72,1
692,France,Male,69,10,154953.94,1,1,1,70849.47,0
599,France,Female,43,4,0.0,1,1,0,170347.1,0
682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
585,Germany,Male,44,7,163867.86,1,1,1,112333.22,0
725,France,Male,43,2,165896.0,2,1,0,130795.52,0
632,France,Female,44,3,133793.89,1,1,1,34607.14,1
786,Spain,Female,39,7,0.0,2,0,0,100929.59,0
598,France,Male,35,8,114212.6,1,1,1,74322.85,0
653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0
627,France,Female,32,1,0.0,1,1,0,106851.7,0
781,France,Male,20,0,125023.1,2,1,1,108301.45,0
725,France,Female,36,1,118851.05,1,1,1,102747.02,0
427,Spain,Female,39,9,0.0,2,1,0,28368.37,0
623,France,Female,29,1,0.0,2,0,0,39382.06,0
497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1
717,France,Male,38,7,0.0,2,1,1,158580.05,0
678,France,Female,31,1,0.0,2,0,1,130446.65,0
802,France,Female,39,7,120145.96,2,0,1,59497.01,1
542,France,Female,59,2,68892.77,2,1,0,7905.06,1
512,France,Female,41,8,145150.28,1,1,0,64869.32,1
521,Spain,Female,39,3,146408.68,1,0,0,72993.67,0
576,France,Male,40,9,0.0,2,1,0,112465.19,1
736,France,Male,43,4,176134.54,1,1,1,52856.88,0
566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0
628,Germany,Female,51,9,155903.82,2,1,1,71159.84,0
699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0
701,Spain,Female,21,9,0.0,2,1,1,26327.42,0
451,France,Female,31,7,140931.82,1,0,1,20388.77,0
476,France,Male,37,4,0.0,1,1,1,55775.84,1
706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
693,France,Female,38,3,0.0,2,0,0,78133.48,1
608,Germany,Male,34,3,106288.54,1,1,1,36639.25,0
695,Spain,Female,31,8,0.0,2,0,1,131644.41,0
581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0
653,France,Female,32,4,83772.95,1,0,1,23920.65,0
710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1
817,France,Female,55,10,117561.49,1,1,0,95941.55,1
829,France,Male,38,9,0.0,2,1,0,30529.88,0
569,France,Male,37,9,178755.84,1,1,0,199929.17,0
801,France,Male,43,4,158713.08,2,0,0,98586.14,0
633,France,Male,59,2,103996.74,1,1,1,103159.11,0
827,Germany,Female,47,8,143001.5,2,1,0,108977.5,0
669,France,Female,29,7,146011.4,1,0,0,50249.16,0
639,France,Male,22,4,0.0,2,1,0,28188.96,0
726,France,Female,38,4,0.0,2,0,0,6787.48,0
740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1
636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0
813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0
528,France,Female,26,10,102073.67,2,0,0,166799.93,0
726,France,Male,34,9,0.0,2,0,0,14121.61,0
565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0
760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1
613,Spain,Female,32,0,0.0,2,0,1,126675.62,0
608,France,Male,33,9,89968.69,1,1,0,68777.26,0
545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1
566,France,Male,42,3,108010.78,1,1,1,157486.1,0
455,France,Male,40,1,0.0,3,0,1,129975.34,0
848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0
543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0
850,France,Male,27,6,96654.72,2,0,0,152740.16,0
587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0
631,France,Male,29,7,0.0,2,0,1,125877.22,0
621,France,Male,34,6,0.0,2,1,1,99128.13,0
578,France,Male,30,4,169462.09,1,1,0,112187.11,0
716,France,Female,44,3,109528.28,1,1,0,27341.63,1
780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0
482,France,Female,35,2,133111.73,1,0,1,79957.95,0
774,France,Female,42,3,137781.65,1,0,0,199316.19,0
666,France,Female,59,5,0.0,2,1,1,185123.09,0
727,France,Male,35,5,136364.46,1,0,0,142754.71,0
614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1
717,France,Male,53,6,0.0,2,0,1,97614.87,0
625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
615,France,Male,30,7,0.0,2,1,1,156346.84,0
733,Germany,Male,45,2,113939.36,2,1,0,3218.71,0
618,France,Female,21,2,125682.79,1,0,0,57762.0,0
628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0
606,Spain,Male,30,8,180307.73,2,1,1,1914.41,0
733,France,Female,44,6,168165.84,1,0,1,197193.49,0
686,France,Male,38,6,149238.97,1,1,1,97825.23,0
512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0
543,Spain,Male,37,3,0.0,2,1,1,78915.68,0
710,Spain,Female,31,5,0.0,2,1,0,9561.73,0
837,France,Male,26,4,89900.24,2,1,0,175477.03,0
739,Spain,Male,38,0,128366.44,1,1,0,12796.43,0
728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1
501,France,Male,35,6,99760.84,1,1,1,13591.52,0
692,Spain,Female,47,3,0.0,2,1,0,150802.41,1
791,Germany,Female,42,10,113657.41,2,0,1,139946.68,1
612,France,Female,63,2,126473.33,1,0,1,147545.65,0
513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0
578,Spain,Male,23,8,0.0,2,1,0,112124.98,0
456,Germany,Male,32,9,133060.63,1,1,1,125167.92,0
752,Germany,Female,42,3,65046.08,2,0,1,140139.28,0
692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1
665,Germany,Female,45,5,155447.65,2,1,0,51871.95,1
741,Spain,Male,53,3,0.0,2,1,1,38913.68,0
661,France,Female,31,3,133964.3,1,1,1,166187.1,0
613,Spain,Male,44,9,100524.69,1,1,1,47298.95,0
771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1
711,Germany,Female,45,1,97486.15,2,1,0,50610.62,0
408,France,Female,84,8,87873.39,1,0,0,188484.52,1
350,France,Male,51,10,0.0,1,1,1,125823.79,1
666,France,Male,46,5,123873.19,1,1,1,177844.06,0
801,France,Male,42,6,0.0,2,1,1,95804.33,0
685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1
606,Germany,Male,40,9,95293.86,2,0,1,96985.58,0
583,France,Female,27,4,0.0,3,1,0,163113.41,0
780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0
634,Spain,Male,34,1,0.0,2,1,0,61995.57,0
722,Spain,Female,32,4,0.0,2,1,1,113666.48,0
687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0
421,Germany,Male,28,8,122384.22,3,1,1,89017.38,1
602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0
663,Spain,Male,30,4,0.0,3,1,0,101371.05,0
605,France,Female,33,4,0.0,2,0,1,83700.66,0
626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1
704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0
616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0
688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0
697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0
712,Spain,Male,52,9,0.0,1,1,1,117977.45,1
850,France,Female,28,9,0.0,2,1,0,185821.41,0
584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1
498,Germany,Male,25,8,121702.73,1,1,1,132210.49,0
591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0
782,France,Male,34,9,0.0,1,1,0,183021.06,1
752,France,Male,49,2,78653.84,1,1,0,7698.6,0
755,France,Male,38,9,148912.44,1,1,0,80416.16,0
663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0
586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0
608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1
647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0
639,Spain,Female,27,2,0.0,1,1,1,82938.99,0
544,France,Male,23,1,96471.2,1,1,0,35550.97,0
751,France,Male,43,1,114974.24,1,1,0,125920.54,0
694,France,Male,42,3,156864.2,2,0,0,88890.75,0
554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1
744,Spain,Female,46,1,0.0,3,1,1,177431.59,1
472,Spain,Male,40,4,0.0,1,1,0,70154.22,0
703,Spain,Male,29,9,0.0,2,1,0,50679.48,0
597,France,Female,29,1,132144.35,1,1,0,158086.33,0
755,France,Male,29,9,117035.89,1,1,1,21862.19,0
700,France,Female,36,4,0.0,2,1,0,130789.15,0
706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0
671,France,Female,31,7,41299.03,1,0,1,102681.32,0
706,Germany,Female,46,4,105214.58,1,1,0,108699.59,1
549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0
699,Germany,Female,51,2,92246.14,2,0,1,91346.03,0
605,France,Female,36,6,0.0,1,0,1,690.84,0
596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0
616,France,Male,23,8,73112.95,1,1,1,62733.05,0
724,France,Male,31,5,0.0,1,1,0,134889.95,1
848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0
430,France,Female,60,7,73937.02,1,1,0,161937.62,1
573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1
622,Germany,Male,33,3,96926.12,2,1,0,48553.77,0
625,Spain,Female,57,7,0.0,1,0,0,84106.17,1
581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0
696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0
676,France,Male,40,8,114005.78,1,1,1,67998.45,0
716,Spain,Male,33,2,0.0,2,1,1,92916.53,0
713,France,Female,37,8,0.0,1,1,1,16403.41,0
581,Spain,Female,24,10,159203.71,1,1,1,102517.83,1
562,France,Male,42,2,100238.35,1,0,0,86797.41,0
764,France,Female,24,0,0.0,2,1,0,88724.49,0
616,France,Male,40,9,0.0,2,0,0,93717.55,0
539,Spain,Male,28,5,0.0,2,1,0,48382.4,0
543,Spain,Male,41,5,0.0,2,0,1,143980.29,0
507,Spain,Male,32,7,0.0,2,1,0,67926.18,0
775,France,Male,40,9,126212.64,1,1,0,70196.57,0
624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0
501,France,Female,41,3,144260.5,1,1,0,172114.67,0
492,France,Male,29,1,144591.96,1,1,1,196293.76,0
659,Spain,Male,27,4,0.0,2,1,0,99341.87,0
491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0
630,France,Female,36,2,110414.48,1,1,1,48984.95,0
681,France,Female,37,7,69609.85,1,1,1,72127.83,0
699,Germany,Male,36,2,123601.56,2,1,0,103557.85,0
531,France,Male,29,3,114590.58,1,0,0,75585.48,0
620,France,Female,67,3,0.0,2,1,1,43486.73,0
751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0
556,Germany,Male,33,3,124213.36,2,1,0,62627.55,0
644,France,Female,37,8,0.0,2,1,0,20968.88,0
643,Spain,Male,43,1,0.0,2,1,1,145764.4,0
627,France,Female,44,5,0.0,2,1,0,82969.61,1
686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0
528,Spain,Male,40,4,0.0,2,1,0,25399.7,0
550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0
787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0
738,France,Female,39,1,94435.45,2,0,1,189430.86,0
624,France,Female,23,5,0.0,2,0,0,132418.59,0
782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0
568,France,Female,47,7,0.0,2,1,1,45978.39,0
647,Germany,Male,37,3,116509.99,1,1,1,149517.71,1
611,France,Male,27,7,0.0,2,1,1,157474.1,0
597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0
588,France,Female,21,8,0.0,2,1,1,110114.19,0
742,Spain,Male,24,8,0.0,2,1,0,4070.28,0
672,France,Female,34,8,0.0,2,1,1,16245.25,0
784,France,Male,38,5,136712.91,1,0,1,169920.92,0
452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0
782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0
707,France,Male,58,6,89685.92,1,0,1,126471.13,0
748,France,Female,41,2,91621.69,1,1,1,71139.31,0
667,France,Male,31,1,119266.69,1,1,1,28257.63,0
439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0
572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0
663,France,Male,22,6,0.0,2,0,1,131827.15,0
522,France,Female,34,3,0.0,2,1,1,3894.34,0
636,France,Male,42,2,0.0,2,1,1,55470.78,0
518,France,Female,38,10,84764.79,1,1,1,162253.9,0
579,France,Female,39,3,166501.17,2,1,0,93835.64,0
735,France,Male,41,7,74135.85,1,1,1,11783.1,1
607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0
587,Germany,Male,35,5,121863.61,1,1,1,23481.69,1
554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0
562,France,Female,27,3,0.0,2,1,0,28137.03,0
810,France,Female,51,5,0.0,2,0,1,184524.74,0
715,France,Female,41,8,56214.85,2,0,0,92982.61,1
652,Germany,Male,41,9,159434.03,1,1,0,178373.93,0
514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1
443,France,Female,35,9,108308.0,1,1,0,129031.19,1
766,Spain,Male,41,6,99208.46,2,1,0,62402.38,0
542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0
670,Germany,Female,32,4,102954.68,2,0,1,134942.45,0
486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0
584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1
701,Spain,Male,36,8,0.0,2,1,0,169161.46,0
514,Spain,Male,66,9,0.0,2,1,1,14234.31,0
616,Spain,Female,36,6,0.0,1,1,1,12916.32,1
651,France,Male,35,2,86911.8,1,1,0,174094.24,0
683,France,Male,31,2,0.0,2,0,1,77326.78,0
535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0
630,Spain,Female,31,1,0.0,2,1,1,169802.73,0
616,France,Male,31,3,94263.91,2,1,0,168895.06,0
637,Spain,Female,40,6,0.0,2,1,1,181610.6,0
618,France,Female,49,9,44301.43,3,1,1,89729.3,1
556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1
698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0
504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0
774,France,Male,26,2,93844.69,1,1,0,28415.36,0
776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0
813,Germany,Male,30,1,116416.94,1,0,1,85808.22,0
660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0
679,France,Female,24,6,114948.76,2,0,1,135768.25,0
635,Spain,Male,31,1,0.0,2,1,0,135382.23,0
591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1
765,Germany,Male,37,7,102708.77,1,1,0,9087.81,0
619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0
762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1
637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0
581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0
718,France,Male,38,7,0.0,2,1,0,38308.34,0
431,France,Male,63,6,160982.89,1,1,1,168008.17,0
515,France,Male,48,5,129387.94,1,0,1,147955.91,1
704,Spain,Male,37,4,0.0,2,0,0,25684.93,0
590,Spain,Female,38,9,0.0,2,1,1,148750.16,0
539,France,Female,29,4,0.0,2,1,1,100919.19,0
671,France,Female,29,3,0.0,2,1,0,158043.11,0
702,France,Male,34,4,100054.77,1,1,0,109496.45,0
628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
784,Spain,Male,23,2,0.0,1,1,1,6847.73,0
719,France,Male,69,3,0.0,2,1,1,58320.06,0
690,Spain,Female,26,2,0.0,2,1,1,93255.85,0
748,France,Male,38,4,115221.36,1,0,1,70956.75,0
743,France,Female,46,9,0.0,1,1,0,113436.08,0
746,France,Male,58,3,0.0,3,1,1,80344.96,1
605,France,Female,32,5,0.0,2,1,1,42135.28,0
646,France,Male,38,7,0.0,2,1,0,1528.4,0
730,France,Female,47,7,0.0,1,1,0,33373.26,1
681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0
570,France,Female,61,6,142105.35,1,1,1,45214.04,0
526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0
802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0
691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1
535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1
636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1
621,Spain,Female,59,2,0.0,2,1,1,171364.18,0
689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0
579,Spain,Female,31,9,0.0,2,1,0,112395.98,0
570,France,Female,33,8,0.0,1,1,1,124641.42,0
678,France,Female,60,10,117738.81,1,1,0,147489.76,1
534,France,Female,49,7,0.0,1,1,0,13566.48,1
581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0
480,France,Male,40,6,148790.61,1,0,1,79329.7,0
679,France,Male,36,1,97234.58,1,1,0,188997.08,0
595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0
710,Spain,Male,35,1,106518.52,1,1,1,127951.81,0
573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0
572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0
500,France,Female,34,6,0.0,1,1,1,140268.45,0
774,Spain,Male,32,9,0.0,2,1,0,10604.48,0
714,Germany,Male,39,3,149887.49,2,1,0,63846.36,0
648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1
456,Spain,Male,32,9,147506.25,1,1,1,135399.21,0
785,France,Female,39,1,130147.98,1,1,0,163798.41,1
583,France,Female,27,1,125406.58,1,1,1,110784.42,0
730,France,Male,39,1,116537.6,1,0,0,145679.6,0
683,France,Female,29,0,157829.12,1,0,0,129891.66,0
807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0
550,Germany,Female,42,10,128707.31,1,1,0,63092.65,1
656,France,Female,48,9,0.0,2,1,1,85240.61,1
515,France,Male,65,7,92113.61,1,1,1,142548.33,0
682,Spain,Male,46,4,0.0,1,1,1,4654.28,0
628,France,Male,32,9,149136.31,2,1,1,16402.11,0
491,France,Female,68,3,107571.61,1,0,1,113695.99,0
631,France,Female,34,4,124379.14,1,1,0,106892.91,0
614,France,Male,38,2,116248.88,1,1,0,105140.92,0
593,Germany,Female,29,5,101713.84,3,1,0,134594.99,0
615,France,Male,45,5,0.0,2,1,1,164886.64,0
569,France,Female,43,7,0.0,2,1,1,77703.19,0
713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1
789,France,Female,27,8,66201.96,1,1,1,79458.12,0
540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0
467,France,Male,57,1,0.0,2,1,1,114448.77,0
651,France,Male,45,2,165901.59,2,1,0,23054.51,1
671,France,Female,48,6,119769.77,1,0,1,66032.65,0
555,Spain,Female,24,2,0.0,2,0,1,197866.55,0
545,France,Female,32,6,0.0,2,1,1,52067.37,0
688,France,Female,54,9,0.0,1,1,0,191212.63,1
644,France,Male,50,9,76817.0,4,1,0,196371.13,1
670,France,Male,25,7,0.0,2,1,1,144723.38,0
715,France,Male,40,7,0.0,1,1,1,141359.11,0
439,France,Male,28,7,110976.23,2,1,0,138526.96,0
761,France,Male,36,9,127637.92,1,1,1,81062.93,0
498,France,Female,31,10,0.0,2,1,0,13892.57,0
672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1
767,France,Female,42,2,133616.39,1,1,0,28615.8,0
626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0
636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1
696,France,Male,22,9,149777.0,1,1,1,198032.93,0
588,Germany,Male,41,2,131341.46,2,0,1,7034.94,0
755,France,Male,42,2,119919.12,1,1,0,156868.21,0
574,Spain,Male,36,3,0.0,2,1,1,8559.66,0
518,France,Male,38,3,90957.81,1,0,1,162304.59,0
799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0
571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
586,France,Female,60,3,47020.65,2,0,1,63241.21,1
560,France,Female,44,5,143244.97,1,1,0,98661.27,0
695,France,Female,42,7,121453.63,1,0,0,46374.64,0
764,France,Female,24,7,0.0,2,1,0,186105.99,0
850,France,Female,55,10,98488.08,1,1,0,155879.57,1
653,France,Female,42,1,0.0,2,1,1,5768.32,0
815,France,Male,45,7,0.0,1,0,1,52885.23,1
555,France,Female,27,8,102000.17,1,1,1,116757.0,0
556,France,Female,40,8,0.0,2,1,0,62112.7,0
715,France,Female,31,2,112212.14,2,1,1,181600.72,0
452,France,Female,33,6,131698.57,2,1,0,151623.91,0
690,France,Male,38,1,94456.0,2,0,1,55034.02,0
763,France,Female,23,2,0.0,2,1,0,153983.99,0
790,Spain,Female,37,3,0.0,3,0,0,98897.32,0
476,France,Female,34,10,0.0,2,1,0,26260.98,0
634,France,Female,45,2,0.0,1,1,1,143458.31,0
531,France,Male,44,3,0.0,2,1,1,34416.79,0
680,France,Female,25,4,123816.5,1,1,1,90162.35,0
713,France,Female,39,10,0.0,2,1,1,126263.97,0
705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0
649,France,Female,36,8,0.0,2,0,1,109179.89,0
750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1
752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0
598,Spain,Male,39,1,0.0,2,1,0,159130.32,0
597,Spain,Female,33,2,0.0,2,1,1,4700.66,0
527,France,Female,32,7,0.0,2,1,1,44099.75,0
628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0
538,France,Male,33,6,93791.38,1,1,1,199249.29,0
670,France,Female,31,9,0.0,1,0,1,76254.83,0
623,France,Male,21,10,0.0,2,0,1,135851.3,0
741,Germany,Male,38,4,128015.83,1,1,0,58440.43,0
713,France,Male,36,8,133889.35,1,1,1,143265.65,0
461,France,Female,35,5,0.0,1,1,1,54209.02,0
525,Spain,Female,25,10,0.0,2,1,0,69361.95,0
528,France,Male,37,6,103772.45,1,1,0,197111.99,0
781,France,Male,23,2,107433.48,1,1,0,173843.21,0
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
601,France,Female,34,5,0.0,2,1,0,27022.57,0
731,France,Female,40,7,118991.79,1,1,1,156048.64,0
658,France,Female,32,9,0.0,2,1,0,156774.75,0
543,France,Male,36,6,0.0,2,1,0,176728.28,0
847,Spain,Male,31,5,0.0,2,1,1,76326.67,0
709,France,Female,32,2,87814.89,1,1,0,138578.37,0
551,France,Female,38,10,0.0,2,1,1,216.27,0
831,Germany,Male,32,9,80262.66,1,1,0,194867.78,0
746,France,Male,37,2,0.0,2,1,0,143194.05,0
733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0
597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0
850,Spain,Female,38,3,0.0,2,0,1,179360.76,0
490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0
642,France,Male,48,9,118317.27,4,0,0,78702.98,1
692,France,Female,31,2,0.0,2,1,0,91829.17,1
